UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,SUBST_TYPE,L_LEADING,GRID_DIM,NUM_FRAMES,DIAG_INV,COMPILE,SIM,FUNC,Latency_first (ns),Latency (ns),Throughput (MSa/s),Initation Interval_avg (ns),cycleCountAvg,throughputCycleCount (MSa/s),NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
substitution,2,float,520,0,0,5,1,0,1,1,1,68283.2,242127.38,4.14,125354.26,152875.0,4.27,134.0,15.0,15.0,32.0,695450.0,2032 2048 2048 7408 2032 2048 2048 2048 7312 2032 2048 7408 7408 2032 7328
substitution,1,float,448,0,0,7,1,0,1,1,1,5544.0,15522.74,47.81,9368.73,8360.0,71.34,140.0,28.0,28.0,50.0,527614.0,1844 1858 3086 1844 1858 1858 3086 1844 1858 1858 1858 3086 3048 1844 1858 1858 1858 1858 1858 3024 1844 3070 1858 1844 1858 1858 1858 3086
substitution,22,float,224,0,0,7,1,1,1,1,1,12737.6,27401.6,15.78,14184.53,18349.0,16.15,118.0,28.0,28.0,55.0,167923.0,2486 2486 5636 2470 2486 2486 5636 2470 5636 2486 2486 2486 2486 5636 2486 2470 2486 2486 2486 2486 5566 2470 5636 2470 2486 5636 2486 2470
substitution,1,float,256,0,0,8,4,0,1,1,1,8244.79,17543.31,98.67,10377.47,9142.0,145.98,182.0,36.0,36.0,72.0,691104.0,3160 1900 1928 1928 3160 1900 1928 1928 1928 3160 1900 1928 1928 1928 1928 3160 1900 1928 1928 1928 1928 1928 3160 3132 1900 1928 1928 1928 1928 1928 1928 3116 1900 3160 1900 1928
substitution,1,cfloat,52,0,0,1,1,0,1,1,1,13945.6,22251.2,6.43,8080.0,4657.0,13.95,14.0,2.0,2.0,4.0,68961.0,2742 1434
substitution,1,float,336,0,0,6,1,1,1,1,0,5203.2,10511.27,-1.0,-1.0,5983.0,74.65,115.0,21.0,21.0,48.0,312424.0,1828 1858 1858 1858 3004 2968 1828 1858 1858 1858 1858 2968 1828 1858 1858 3004 1828 1858 3004 1828 3004
substitution,1,cfloat,140,0,0,7,4,1,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,140,0,0,7,3,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,120,0,0,6,1,1,1,1,1,2820.8,-1.0,88.78,1040.22,1975.0,87.61,167.0,42.0,42.0,63.0,393367.0,1490 2886 1490 1970 1490 1970 1490 1490 1918 1490 1934 1970 2886 1970 1970 1490 1970 1970 1970 1970 2830 1934 1490 2886 1970 1490 1934 1490 1490 1490 1490 1490 1490 2886 1490 1934 1490 2852 1490 1490 1490 1490
substitution,22,cfloat,224,0,0,7,2,1,default,default,default,,,,,,,,,,,,
substitution,2,float,384,0,0,6,4,0,1,1,1,171257.6,347272.0,8.51,180461.78,216166.0,9.06,226.0,21.0,21.0,46.0,1463388.0,2064 7424 7392 2032 2064 2064 2064 2064 7344 2032 2064 2064 7424 2064 2032 7424 7424 2032 2032 2064 2064
substitution,1,cfloat,140,0,0,7,2,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,140,0,0,7,1,0,1,1,1,2825.6,-1.0,-1.0,1042.4,2257.0,80.57,229.0,56.0,56.0,96.0,524114.0,1490 1934 1490 1970 2966 1970 1970 1490 1970 1970 2966 1934 1934 1490 1970 2966 1970 1970 1490 1970 1954 1490 1970 1970 1970 1970 2898 1918 1490 2966 1490 1970 1490 1934 1490 1490 1490 1490 1490 1490 1490 1490 1490 1490 2966 1490 1934 1490 2932 1490 1490 1490 1490 1490 1490 1490
substitution,1,float,224,0,0,4,2,1,1,1,1,10899.2,21364.8,34.04,13160.86,10419.0,54.21,68.0,10.0,10.0,24.0,279264.0,1900 1928 1928 2988 2998 1900 1928 3040 1900 3040
substitution,22,float,320,0,0,5,4,0,1,1,1,135923.2,351874.83,6.95,182633.1,183728.0,7.33,165.0,15.0,15.0,31.0,1046440.0,2434 2434 5702 2420 2434 2434 2434 5672 2420 2434 5702 5702 2420 5716 2420
substitution,22,float,96,0,0,3,3,0,1,1,1,36809.6,70694.18,7.83,36743.54,37208.0,8.12,35.0,6.0,6.0,12.0,90129.0,2402 2416 5666 5732 2402 5712
substitution,2,float,512,0,0,4,1,0,1,1,1,90243.2,322620.45,3.05,167825.6,199046.0,3.41,107.0,10.0,10.0,22.0,690856.0,2016 2048 2048 7312 7344 2016 2048 7408 7408 2016
substitution,2,float,224,0,0,4,4,0,1,1,1,154950.4,319120.32,5.43,164875.93,196611.0,5.81,99.0,10.0,10.0,23.0,540712.0,2064 2032 2064 7312 7360 2032 2064 7408 7408 2032
substitution,22,cfloat,192,0,0,6,2,0,1,1,1,59905.6,276112.8,2.74,140016.4,151161.0,2.68,110.0,21.0,21.0,41.0,407697.0,6486 6496 2824 2838 2838 2838 2822 6444 2824 2822 2822 6486 2824 2838 6486 6486 2824 2824 2838 2838 2838
substitution,2,float,168,0,0,3,4,1,1,1,1,81656.0,174042.62,7.3,92003.44,104697.0,8.07,60.0,6.0,6.0,13.0,324966.0,2032 2064 5488 2032 5584 5536
substitution,2,cfloat,140,0,0,5,3,0,1,1,1,82600.0,196684.91,4.19,100196.3,124688.0,4.29,92.0,15.0,15.0,27.0,333870.0,2256 7840 7808 2288 2256 7824 2256 2288 2288 7840 2288 2256 2288 2288 7776
substitution,2,cfloat,112,0,0,4,3,0,1,1,1,100620.8,228450.4,2.89,116070.52,142881.0,2.97,60.0,10.0,10.0,17.0,223478.0,2256 7840 2256 2288 7824 7808 2288 2256 2288 7776
substitution,1,cfloat,84,0,0,3,2,1,default,default,default,,,,,,,,,,,,
substitution,2,float,392,0,0,7,3,1,1,1,0,106705.6,255624.57,8.94,131531.07,160290.0,9.56,214.0,28.0,28.0,64.0,1144878.0,2064 2032 2064 2064 2064 5584 5584 2032 2032 5536 2064 2064 2064 5584 2064 2032 2064 5584 2064 2032 5568 2064 2064 2032 2064 2064 2064 5504
substitution,1,cfloat,364,0,0,7,1,1,1,1,0,13993.6,88095.2,14.78,24621.6,26412.0,18.75,340.0,56.0,56.0,117.0,1933298.0,1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 2712 1434 1434 1854 1434 2762 1434 1434 1434 1854 1434 1890 1434 2762 1434 1434 1854 1854 1890 1890 1434 1890 1890 1890 1434 2762 2762 1434 1434 1854 2762 1890 1890 1890 1890 1890 1890 1890 1890 1922 1854 2702 1434
substitution,22,float,128,0,0,1,1,0,1,1,1,90760.0,166024.1,1.41,90733.48,78903.0,1.7,12.0,1.0,1.0,2.0,68910.0,5584
substitution,1,cfloat,56,0,0,2,2,0,default,default,default,,,,,,,,,,,,
substitution,2,float,336,0,0,6,3,1,1,1,0,71980.8,213639.31,9.11,110539.93,133695.0,9.69,167.0,21.0,21.0,46.0,859164.0,2064 5584 5536 2032 2064 2064 2064 2064 5504 2032 2064 2064 5584 2064 2032 5568 5584 2032 2032 2064 2064
substitution,2,cfloat,56,0,0,2,4,1,1,1,1,68379.2,131699.51,3.27,68320.68,80453.0,3.5,25.0,3.0,3.0,6.0,89177.0,2256 5968 6048
substitution,2,cfloat,84,0,0,3,1,1,1,1,1,17198.4,40739.86,4.0,20960.0,26795.0,4.0,30.0,6.0,6.0,12.0,51567.0,2208 2224 5840 2208 5936 5968
substitution,1,cfloat,168,0,0,6,3,0,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,140,0,0,5,2,1,1,1,1,43120.0,131233.02,4.18,66832.98,84080.0,4.28,81.0,15.0,15.0,27.0,230830.0,2256 6016 6048 2288 2256 6016 2256 2288 2288 6016 2288 2256 2288 2288 5968
substitution,1,cfloat,28,0,0,1,2,0,default,default,default,,,,,,,,,,,,
substitution,1,float,168,0,0,7,3,1,1,1,1,3267.2,7834.46,110.14,4576.8,4185.0,173.69,122.0,28.0,28.0,50.0,255678.0,1884 1928 3312 1884 1928 1928 3312 1884 1928 1928 1928 3312 3280 1884 1928 1928 1928 1928 1928 3256 1884 3312 1928 1884 1928 1928 1928 3312
substitution,1,float,168,0,0,7,2,1,1,1,1,2228.8,3808.71,-1.0,2337.6,1992.0,235.82,122.0,28.0,28.0,50.0,184446.0,1884 1928 3312 1884 1928 1928 3312 1884 1928 1928 1928 3312 3280 1884 1928 1928 1928 1928 1928 3256 1884 3312 1928 1884 1928 1928 1928 3312
substitution,1,cfloat,84,0,0,3,4,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,168,0,0,7,1,0,default,default,default,,,,,,,,,,,,
substitution,2,float,192,0,0,8,1,1,1,1,1,6686.4,12929.92,28.84,6654.05,11275.0,26.87,144.0,36.0,36.0,82.0,144976.0,2016 2000 2048 2000 2048 2032 2048 2048 5520 2048 2048 2048 5520 5456 2032 2000 2048 2000 5520 2032 2048 2048 5520 2016 2000 5520 5520 2000 2048 2032 2000 2048 2048 2048 5424 2048
substitution,2,cfloat,68,0,0,1,1,0,1,1,1,74824.0,142304.74,0.9,74806.74,84243.0,1.0,9.0,1.0,1.0,2.0,40212.0,7696
substitution,2,float,392,0,0,7,2,1,1,1,0,60427.2,170598.28,8.93,87766.76,108904.0,9.59,204.0,28.0,28.0,63.0,782670.0,2032 2064 2032 5600 2064 2064 2064 5616 5616 2032 2064 2032 2064 2064 2064 5616 2064 2032 2064 2064 2064 2064 5520 2064 2064 2032 5616 5568
substitution,1,cfloat,112,0,0,4,4,0,default,default,default,,,,,,,,,,,,
substitution,2,float,280,0,0,7,3,0,1,1,1,63355.2,122660.69,13.29,63201.37,80000.0,14.03,171.0,28.0,28.0,63.0,616462.0,2032 2064 2032 7408 2064 2064 2064 7408 7408 2032 2064 2032 2064 2064 2064 7408 2064 2032 2064 2064 2064 2064 7328 2064 2064 2032 7408 7376
substitution,2,cfloat,28,0,0,1,1,0,1,1,1,23216.0,45251.41,1.2,23207.65,27422.0,1.27,6.0,1.0,1.0,2.0,8596.0,7648
substitution,2,float,56,0,0,1,4,1,1,1,1,75553.6,141122.13,2.96,75540.57,81853.0,3.42,11.0,1.0,1.0,2.0,54386.0,5456
substitution,1,cfloat,224,0,0,8,4,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,224,0,0,8,3,0,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,320,0,0,8,2,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,196,0,0,7,4,0,default,default,default,,,,,,,,,,,,
substitution,22,float,320,0,0,5,3,0,1,1,1,94385.6,264931.69,6.94,138249.6,139431.0,7.25,135.0,15.0,15.0,32.0,791720.0,2434 2434 5702 2420 2434 2434 2434 5672 2420 2434 5702 5716 2420 5702 2420
substitution,2,cfloat,28,0,0,1,4,1,1,1,1,68264.0,131497.06,1.64,68217.82,78967.0,1.77,9.0,1.0,1.0,2.0,30100.0,5984
substitution,22,float,336,0,0,7,4,0,1,1,1,106110.4,263123.88,9.89,135864.61,139743.0,10.55,213.0,28.0,28.0,59.0,1128435.0,2434 5716 2420 2434 2434 2434 5716 2420 5732 2434 2434 2434 2434 5716 2434 2420 2434 2434 2434 2434 5672 2420 5716 2420 2434 5716 2434 2420
substitution,2,float,392,0,0,7,4,1,1,1,0,150504.0,340753.14,8.94,175355.44,212029.0,9.54,269.0,28.0,28.0,62.0,1510222.0,2064 2032 2064 2064 2064 5584 5584 2032 2032 5536 2064 2064 2064 5584 2064 2032 2064 5584 2064 2032 5568 2064 2064 2032 2064 2064 2064 5504
substitution,1,float,192,0,0,8,2,1,1,1,1,2225.6,3570.34,172.77,2215.31,1949.0,290.03,157.0,36.0,36.0,74.0,236704.0,3312 1884 1928 1928 3312 1884 1928 1928 1928 3312 1884 1928 1928 1928 1928 3312 1884 1928 1928 1928 1928 1928 3312 3280 1884 1928 1928 1928 1928 1928 1928 3256 1884 3312 1884 1928
substitution,2,cfloat,224,0,0,8,2,1,1,1,0,34267.19,134479.54,6.55,68349.04,89389.0,6.49,183.0,36.0,36.0,83.0,550396.0,2288 2256 2288 2256 2288 2288 2288 2288 6032 2288 2288 2288 6032 6048 2288 2256 2288 2256 6016 2288 2288 2288 6016 2288 2256 6016 6016 2256 2288 2288 2256 2288 2288 2288 5968 2288
substitution,2,float,448,0,0,8,2,0,1,1,1,62776.0,145014.27,11.96,74868.4,95671.0,12.14,253.0,36.0,36.0,85.0,1005392.0,2064 2032 2064 2032 2064 2064 2064 2064 7440 2064 2064 2064 7440 7392 2064 2032 2064 2032 7440 2064 2064 2064 7440 2064 2032 7440 7440 2032 2064 2064 2032 2064 2064 2064 7328 2064
substitution,2,float,288,0,0,4,2,0,1,1,1,106894.4,248300.11,4.49,128262.15,153577.0,4.85,91.0,10.0,10.0,23.0,447272.0,2064 2048 2064 7344 7408 2048 2064 7440 7440 2048
substitution,2,cfloat,204,0,0,3,1,1,1,1,0,59929.6,251238.05,1.57,129280.86,155391.0,1.65,51.0,6.0,6.0,13.0,242895.0,2208 2240 5872 2208 5920 5888
substitution,22,float,256,0,0,8,3,1,1,1,1,37204.8,89806.08,16.58,46260.08,50399.0,17.37,178.0,36.0,36.0,71.0,533084.0,2402 2416 2416 2416 2402 2416 2416 2416 2416 5712 2416 5712 2416 2416 2402 2416 2402 5712 2416 2416 2416 5712 2416 2402 5712 5712 2402 2402 2416 2416 2416 2416 2416 2416 5668 5732
substitution,1,cfloat,196,0,0,7,3,1,default,default,default,,,,,,,,,,,,
substitution,2,float,192,0,0,3,3,0,1,1,1,110404.8,211224.53,5.21,110477.48,129596.0,5.58,55.0,6.0,6.0,13.0,317286.0,2032 2064 7344 2032 7424 7392
substitution,2,cfloat,672,0,0,8,1,0,1,1,1,101676.8,1069924.8,1.24,540567.5,670089.0,1.26,338.0,36.0,36.0,86.0,2169468.0,2240 2208 2240 2240 2208 2240 2240 2240 2240 7808 2240 7808 2240 2240 2208 2240 2208 7808 2240 2240 2240 7808 2240 2208 7808 7808 2208 2240 2240 2208 7776 2240 2240 7760 2240 2240
substitution,2,cfloat,160,0,0,5,1,1,1,1,1,20532.8,80584.11,3.89,41065.6,53564.0,3.94,68.0,15.0,15.0,29.0,158350.0,2208 5952 5904 2224 2208 5952 2208 2224 2224 5936 2224 2208 2224 2224 5840
substitution,22,float,256,0,0,4,3,1,1,1,1,112468.8,264898.28,5.55,138228.55,137547.0,5.99,94.0,10.0,10.0,22.0,528326.0,2420 2434 2434 5640 5716 2420 2434 5702 2420 5702
substitution,2,cfloat,352,0,0,8,3,0,1,1,1,242862.4,595443.19,3.49,302333.53,377288.0,3.53,304.0,36.0,36.0,87.0,1823484.0,2288 2256 2288 2288 2256 2288 2288 2288 2288 7824 2288 7824 2288 2288 2256 2288 2256 7824 2288 2288 2288 7824 2288 2256 7808 7808 2256 2288 2288 2256 7792 2288 2288 7776 2288 2288
substitution,22,float,192,0,0,6,1,0,1,1,1,12366.4,23884.58,-1.0,12322.17,17477.0,13.25,91.0,21.0,21.0,44.0,126135.0,5652 5652 2470 2486 2486 2486 2486 5582 2470 2486 2486 5652 2470 2486 5652 5652 2470 2470 2486 2486 2486
substitution,2,float,160,0,0,5,4,1,1,1,1,37252.8,73756.05,16.61,38420.45,46765.0,17.85,82.0,15.0,15.0,29.0,289530.0,2032 5616 5568 2064 2032 5616 2032 2064 2064 5616 2064 2032 2064 2064 5520
substitution,1,cfloat,224,0,0,8,1,1,1,1,0,4904.0,18355.2,62.9,3517.6,5137.0,56.22,302.0,72.0,72.0,237.0,1240140.0,1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 2934 1498 1498 1498 1498 1498 1498 1498 1934 1498 2890 1498 1498 1498 1498 1498 1498 1498 1934 1498 1970 1498 2890 1498 1934 2890 1918 1970 1938 1970 1970 1938 1938 1970 1934 1970 1970 2858 2890 1934 2890 1970 1970 1970 1970 1970 1938 1970 1938 1970 1970 1970 1934 2830 1498 1498 1498 1498 1498
substitution,1,float,128,0,0,4,1,0,1,1,1,1772.8,3021.37,67.91,1884.06,1484.0,107.81,46.0,10.0,10.0,19.0,60256.0,1812 3070 1812 1858 3070 1812 3032 1858 1858 3032
substitution,2,float,112,0,0,2,4,1,1,1,1,75835.2,141527.14,5.91,75742.51,83436.0,6.76,32.0,3.0,3.0,6.0,162932.0,2032 5504 5536
substitution,2,float,144,0,0,2,2,1,1,1,1,56260.8,109680.53,4.87,58841.71,64959.0,5.6,29.0,3.0,3.0,6.0,134644.0,2048 5536 5568
substitution,2,cfloat,252,0,0,7,2,1,1,1,0,84353.6,247124.0,4.01,125599.38,158142.0,4.2,167.0,28.0,28.0,63.0,669809.0,2288 2256 6016 2256 2288 2288 2288 6032 6016 2256 2288 2256 2288 2288 2288 6032 2288 2256 2288 2288 2288 2288 5968 2288 2288 2256 6016 5984
substitution,22,float,128,0,0,4,2,0,1,1,1,24590.4,52866.93,9.32,27439.52,28942.0,9.53,46.0,10.0,10.0,19.0,104902.0,2402 5712 2402 2416 5712 5732 2402 2416 2416 5666
substitution,2,float,576,0,0,8,3,0,1,1,1,170955.2,372232.45,-1.0,-1.0,234912.0,9.39,372.0,36.0,36.0,87.0,2376016.0,2048 2064 2048 2064 2064 2064 2064 2064 2064 7456 2064 7456 2064 2064 2048 2064 2048 7440 2064 2064 2064 7456 2064 2048 7440 7440 2048 2064 2064 2048 7408 2064 2064 7344 2064 2064
substitution,1,cfloat,168,0,0,6,4,1,default,default,default,,,,,,,,,,,,
substitution,2,float,448,0,0,8,4,1,1,1,0,108899.2,284813.14,12.15,147387.32,178839.0,12.76,334.0,36.0,36.0,86.0,1940816.0,2032 2064 2032 2064 2064 2064 2064 2064 2064 5584 2064 5584 2064 2064 2032 2064 2032 5584 2064 2064 2064 5584 2064 2032 5568 5584 2032 2064 2064 2032 5536 2064 2064 5504 2064 2064
substitution,22,float,128,0,0,2,3,1,1,1,1,94833.6,178060.58,4.05,94805.82,89136.0,4.62,29.0,3.0,3.0,7.0,159113.0,5716 2420 5642
substitution,2,float,384,0,0,6,3,0,1,1,1,126164.8,260315.73,8.51,135343.75,163873.0,9.03,187.0,21.0,21.0,46.0,1107036.0,2064 7424 7392 2032 2064 2064 2064 2064 7344 2032 2064 2064 7424 2064 2032 7424 7424 2032 2032 2064 2064
substitution,1,cfloat,108,0,0,3,1,0,1,1,1,7164.8,24015.0,22.37,4827.2,6150.0,22.23,80.0,12.0,12.0,22.0,332896.0,1498 1934 1970 2990 2918 1934 2952 1498 1498 1498 1498 1498
substitution,22,cfloat,64,0,0,2,3,0,1,1,1,90121.6,175508.58,2.12,90128.8,91900.0,2.25,20.0,3.0,3.0,6.0,86551.0,6496 2824 6440
substitution,1,float,64,0,0,2,1,0,1,1,1,1766.4,2678.72,37.21,1719.08,1142.0,70.05,16.0,3.0,3.0,6.0,18312.0,1812 3032 3032
substitution,2,float,72,0,0,1,2,1,1,1,1,53385.6,98507.41,2.69,53361.71,56306.0,3.19,10.0,1.0,1.0,2.0,44786.0,5488
substitution,22,float,64,0,0,1,3,1,1,1,1,94536.0,177587.2,2.03,94561.48,87018.0,2.31,10.0,1.0,1.0,2.0,53038.0,5616
substitution,22,float,32,0,0,1,3,0,1,1,1,36726.4,70482.02,2.62,36631.65,35369.0,2.84,7.0,1.0,1.0,3.0,15278.0,5650
substitution,1,float,432,0,0,6,1,1,1,1,0,6766.4,17826.4,39.43,10955.32,9249.0,62.5,125.0,21.0,21.0,48.0,488872.0,1844 1858 1858 1858 2940 2888 1844 1858 1858 1858 1858 2896 1844 1858 1858 2940 1844 1858 2940 1844 2940
substitution,2,float,504,0,0,7,3,1,1,1,0,160352.0,388240.0,7.54,200299.07,241322.0,8.12,302.0,28.0,28.0,64.0,1848686.0,2064 2048 2064 2064 2064 5584 5584 2048 2048 5568 2064 2064 2064 5584 2064 2048 2064 5584 2064 2048 5584 2064 2064 2048 2064 2064 2064 5536
substitution,2,cfloat,216,0,0,6,2,1,1,1,0,76148.8,204576.8,4.14,104321.72,131242.0,4.26,130.0,21.0,21.0,46.0,503223.0,2288 6032 5984 2256 2288 2288 2288 2288 5968 2256 2288 2288 6016 2288 2256 6016 6016 2256 2256 2288 2288
substitution,1,cfloat,36,0,0,1,1,1,1,1,1,7128.0,7961.38,12.47,2883.54,2606.0,17.26,13.0,2.0,2.0,4.0,55489.0,2806 1498
substitution,1,cfloat,108,0,0,3,2,1,default,default,default,,,,,,,,,,,,
substitution,2,float,216,0,0,3,2,0,1,1,1,85462.4,162335.04,5.06,85243.88,100194.0,5.42,54.0,6.0,6.0,13.0,268710.0,2048 2064 7344 2048 7440 7408
substitution,2,float,360,0,0,5,2,0,1,1,1,85249.6,202471.2,6.83,105246.76,127681.0,7.08,132.0,15.0,15.0,31.0,670330.0,2048 2064 2064 7440 2048 2064 2064 2064 7344 2048 2064 7440 7408 7440 2048
substitution,1,cfloat,288,0,0,8,1,0,1,1,1,7164.8,30985.37,48.27,5938.93,8472.0,50.45,478.0,72.0,72.0,248.0,1991116.0,1498 1498 1498 1498 1498 1498 1498 1498 1482 1498 1498 1498 1498 2952 1482 1498 1498 1498 1498 1498 1498 1934 1498 2990 1498 1498 1498 1498 1498 1498 1498 1934 1498 1970 1498 2990 1498 1934 1934 1970 1970 1970 2990 1970 1970 1970 1970 1970 1970 2990 2990 1934 1934 1934 1970 1970 1970 1954 1970 1970 1970 1970 1970 1954 1970 2990 2918 1498 1498 1498 1498 1498
substitution,1,cfloat,252,0,0,7,3,1,default,default,default,,,,,,,,,,,,
substitution,22,cfloat,240,0,0,6,1,0,1,1,1,42030.4,273880.61,1.73,138471.27,150927.0,1.75,111.0,21.0,21.0,44.0,324753.0,2860 6464 6432 2844 2860 2860 2860 2860 6362 2844 2860 2860 6464 2860 2844 6464 6464 2844 2860 2844 2860
substitution,2,cfloat,144,0,0,4,4,1,1,1,1,204889.6,474220.45,2.38,241220.3,293429.0,2.49,90.0,10.0,10.0,23.0,459830.0,2288 2256 2288 5952 5952 2256 2288 5984 5984 2256
substitution,22,cfloat,200,0,0,5,1,1,1,1,0,42094.4,202946.33,1.94,102694.93,112680.0,1.93,81.0,15.0,15.0,30.0,232425.0,6384 6400 2844 2860 6384 2844 2860 2860 6384 2844 2860 2860 2860 6346 2844
substitution,2,float,504,0,0,7,2,1,1,1,0,93601.6,258873.94,7.54,133540.92,163174.0,8.15,244.0,28.0,28.0,64.0,1249934.0,2064 2048 2064 2064 2064 5584 5584 2048 2048 5568 2064 2064 2064 5584 2064 2048 2064 5584 2064 2048 5584 2064 2064 2048 2064 2064 2064 5536
substitution,2,cfloat,160,0,0,4,1,0,1,1,1,36483.19,142113.37,2.21,72292.67,90247.0,2.28,55.0,10.0,10.0,17.0,154742.0,2208 7776 2208 2240 7776 7744 2240 2208 2240 7712
substitution,22,cfloat,160,0,0,4,2,0,1,1,1,164032.0,483136.57,1.31,244070.76,254705.0,1.33,73.0,10.0,10.0,20.0,292338.0,2824 6486 2824 2838 6486 6496 2824 2838 2838 6450
substitution,22,cfloat,80,0,0,2,3,1,1,1,1,153470.4,325311.36,1.43,166890.46,169351.0,1.49,25.0,3.0,3.0,6.0,128407.0,6480 2824 6430
substitution,2,cfloat,252,0,0,7,4,1,1,1,0,212216.0,493679.88,4.01,250950.76,309846.0,4.18,240.0,28.0,28.0,63.0,1282673.0,2288 2256 2288 2288 2288 6000 5984 2256 2256 5952 2288 2288 2288 6000 2288 2256 2288 5984 2288 2256 5984 2288 2288 2256 2288 2288 2288 5952
substitution,2,cfloat,108,0,0,3,3,0,1,1,1,100195.2,198766.93,3.15,102371.65,123600.0,3.29,43.0,6.0,6.0,12.0,212655.0,2256 2288 7792 2256 7824 7808
substitution,1,cfloat,80,0,0,2,1,0,1,1,1,8664.0,20489.28,17.99,4443.2,5577.0,19.0,40.0,6.0,6.0,10.0,203841.0,1498 2952 1482 1934 1498 2918
substitution,1,cfloat,160,0,0,8,4,1,default,default,default,,,,,,,,,,,,
substitution,2,float,400,0,0,5,1,0,1,1,1,48851.2,131455.88,5.86,68250.09,85447.0,6.11,106.0,15.0,15.0,30.0,425850.0,2032 7424 7360 2048 2032 7424 2032 2048 2048 7424 2048 2032 2048 2048 7312
substitution,1,cfloat,72,0,0,2,2,0,default,default,default,,,,,,,,,,,,
substitution,1,cfloat,216,0,0,6,3,1,default,default,default,,,,,,,,,,,,
substitution,22,float,480,0,0,6,2,0,1,1,1,87560.0,511794.17,3.67,261465.35,270288.0,3.82,209.0,21.0,21.0,46.0,1147191.0,2434 5702 5716 2420 2434 2434 2434 2434 5672 2420 2434 2434 5702 2434 2420 5702 5702 2420 2420 2434 2434
substitution,1,cfloat,252,0,0,7,1,0,1,1,1,7166.4,30572.8,42.64,5909.6,8198.0,38.79,373.0,56.0,56.0,124.0,1549138.0,1498 1934 1970 2990 1498 1970 1970 1498 1970 1970 2990 1934 2902 1970 2990 1498 1970 1938 1498 1970 1970 1938 1970 1498 1954 1938 1934 1934 1498 2958 1498 1954 1498 1934 1498 1498 1498 1498 1498 1498 1498 2974 1498 1934 1498 1498 1498 1498 2936 1498 1498 1498 1498 1498 1498 1498
substitution,22,float,320,0,0,4,2,0,1,1,1,116840.0,380243.88,3.26,196138.95,197626.0,3.46,102.0,10.0,10.0,21.0,547014.0,2420 2434 2434 5672 5716 2420 2434 5702 2420 5702
substitution,1,cfloat,180,0,0,5,2,1,default,default,default,,,,,,,,,,,,
substitution,2,cfloat,36,0,0,1,4,0,1,1,1,126987.2,245725.44,1.13,126971.2,148308.0,1.21,10.0,1.0,1.0,2.0,46388.0,7728
substitution,2,cfloat,36,0,0,1,2,0,1,1,1,63545.6,123038.72,1.13,63545.37,74224.0,1.21,8.0,1.0,1.0,2.0,24500.0,7744
substitution,1,float,320,0,0,8,3,0,1,1,1,8912.0,15367.2,100.33,9568.36,7697.0,161.65,216.0,36.0,36.0,76.0,788128.0,3066 1900 1928 1928 3066 1900 1928 1928 1928 3066 3036 1900 1928 1928 1928 1928 1928 1928 3022 1900 1928 1928 1928 1928 1928 3066 1900 1928 1928 1928 1928 3066 1900 3066 1900 1928
substitution,2,cfloat,288,0,0,8,2,0,1,1,1,84132.8,236389.82,4.79,120232.24,154261.0,4.82,211.0,36.0,36.0,83.0,860028.0,2288 2256 2288 2256 2288 2288 2288 2288 7840 2288 2288 2288 7840 7808 2288 2256 2288 2256 7824 2288 2288 2288 7840 2288 2256 7824 7824 2256 2288 2288 2256 2288 2288 2288 7792 2288
substitution,2,cfloat,180,0,0,5,3,1,1,1,0,128038.4,306088.68,3.45,156117.04,191998.0,3.57,108.0,15.0,15.0,30.0,527310.0,2256 6016 5984 2288 2256 6016 2256 2288 2288 6016 2288 2256 2288 2288 5968
substitution,2,float,576,0,0,8,2,1,1,1,0,82812.8,234958.62,9.47,121463.5,149662.0,9.88,303.0,36.0,36.0,86.0,1606480.0,2048 2064 2048 2064 2064 2064 2064 2064 2064 5584 2064 5584 2064 2064 2048 2064 2048 5584 2064 2064 2064 5584 2064 2048 5584 5584 2048 2064 2064 2048 5568 2064 2064 5536 2064 2064
substitution,2,cfloat,108,0,0,3,4,1,1,1,1,126524.8,264554.24,3.15,136732.92,163138.0,3.32,57.0,6.0,6.0,13.0,276591.0,2256 2288 5952 2256 5984 5952
substitution,2,float,616,0,0,7,2,1,1,1,0,150574.4,445983.77,5.37,228993.23,277213.0,5.78,297.0,28.0,28.0,63.0,1835022.0,2064 2048 2064 2064 2064 5584 5584 2048 2048 5568 2064 2064 2064 5584 2064 2048 2064 5584 2064 2048 5584 2064 2064 2048 2064 2064 2064 5536
substitution,22,cfloat,320,0,0,4,1,1,1,1,0,127835.2,959541.48,0.66,484839.01,506123.0,0.68,102.0,10.0,10.0,22.0,550258.0,2844 2844 2844 6362 6416 2844 2860 6416 2844 6416
